symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	ensembl
Gk	851.47679247253	0.758257738954489	0.139815152079867	5.06542445748882e-09	3.55973865544627e-07	ENSMUSG00000025059
Mapk6	5917.02375676375	0.46227075811226	0.0912621157300253	5.32610370583051e-09	3.72584058325678e-07	ENSMUSG00000042688
Rrm1	3197.97869417383	-0.49825713308446	0.0982563083694692	5.61080656495647e-09	3.90716166250605e-07	ENSMUSG00000030978
Mmp10	268.26680329189	1.27707766373963	0.24366292252984	5.74864150005597e-09	3.98503112130577e-07	ENSMUSG00000047562
Rnf222	780.946735475236	0.768236850159514	0.142251666698412	5.95272173963238e-09	4.10791428158415e-07	ENSMUSG00000046490
Ypel5	3828.26794912157	0.502375711474415	0.0992817908018691	6.04575801599637e-09	4.15340864596701e-07	ENSMUSG00000039770
Fignl1	346.502095852537	-1.05833263870788	0.195576488257334	6.1435339633356e-09	4.20173840706703e-07	ENSMUSG00000035455
Sema4a	500.726871998441	0.815691858808742	0.151529074610145	7.68373151487246e-09	5.23176741368205e-07	ENSMUSG00000028064
Atp6v0b	8079.19463569392	0.616431952144526	0.119447290980621	7.75853267502147e-09	5.25932391952783e-07	ENSMUSG00000033379
Pole	642.28865251396	-0.797600285774786	0.148798782648767	8.17194339143323e-09	5.51516179545185e-07	ENSMUSG00000007080
Gsta3	1808.09461091018	0.747327084326886	0.140633857223791	8.4184151492878e-09	5.65658421434601e-07	ENSMUSG00000025934
Fhl3	490.251099545255	-0.819681987993193	0.1529479217017	8.77094745484513e-09	5.85441538711112e-07	ENSMUSG00000032643
Ifrd1	5172.90283359391	0.515614861033978	0.103111482380496	8.78926592059764e-09	5.85441538711112e-07	ENSMUSG00000001627
Fgfbp1	18288.6776197083	0.614277922014632	0.119889559753496	9.21252789277793e-09	6.10978040334883e-07	ENSMUSG00000048373
Smc4	1565.91177430659	-0.794541781332001	0.148998367725558	9.30970968700876e-09	6.14761863814544e-07	ENSMUSG00000034349
Myo1e	2425.86332663193	-0.548805309813728	0.10925349420661	9.50895034009186e-09	6.25223687597456e-07	ENSMUSG00000032220
Neat1	34525.8442847916	0.550492744868298	0.10962693455608	9.70175431777518e-09	6.35174684394511e-07	ENSMUSG00000092274
Krt78	2699.91199501942	0.601103916136837	0.118086229360918	9.86580355212724e-09	6.43166427313146e-07	ENSMUSG00000050463
Kirrel	747.989585046588	-0.733379280245689	0.139849090731218	1.11527794610121e-08	7.23985514164008e-07	ENSMUSG00000041734
Ptprs	1650.6808186733	-0.518439851038464	0.104871214512467	1.19739743329574e-08	7.74013868273871e-07	ENSMUSG00000013236
Abcc3	954.044106022838	1.09937859514981	0.209375672277892	1.234039752946e-08	7.94348277946755e-07	ENSMUSG00000020865
Tnc	3701.02183990013	-0.712346893765985	0.137134191887351	1.27121973250445e-08	8.14857167446364e-07	ENSMUSG00000028364
Tagln2	7279.8571323278	-0.452225930686692	0.0922790695261134	1.27851448314143e-08	8.16118411738612e-07	ENSMUSG00000026547
H4c4	1205.27407749841	-0.629147113217535	0.1239853422411	1.32055646714255e-08	8.3945747205908e-07	ENSMUSG00000061482
Lpcat3	1767.07208325275	0.550407949455599	0.110999182289595	1.33672726029807e-08	8.46225687097785e-07	ENSMUSG00000004270
Cyp4f39	3394.96852278213	0.648860756304223	0.127328926198323	1.36918894859057e-08	8.59671093951131e-07	ENSMUSG00000061126
Esco2	331.610634642424	-1.03363645537513	0.196222981516386	1.36892994881058e-08	8.59671093951131e-07	ENSMUSG00000022034
Mal2	1114.00396619362	0.686501965735335	0.13343546432466	1.38864421767222e-08	8.68327731213813e-07	ENSMUSG00000024479
Ncapd2	720.063503816607	-0.96568077929429	0.182740498455312	1.41276117612061e-08	8.79817122689747e-07	ENSMUSG00000038252
Arhgap27	1109.4552220213	0.678458224851323	0.132288016964422	1.42766180561887e-08	8.8549711992231e-07	ENSMUSG00000034255
Ckmt1	4081.59997955703	-0.440442442011308	0.0903042361093493	1.47399181775542e-08	9.1054655838762e-07	ENSMUSG00000000308
Hmmr	505.823756773663	-0.90476014767075	0.171637733667455	1.54303405759193e-08	9.47749011669231e-07	ENSMUSG00000020330
Snhg18	425.230835935132	0.863498875550358	0.164044926558374	1.54658781277616e-08	9.47749011669231e-07	ENSMUSG00000096956
Hsd17b7	6372.52789248427	0.478349359582917	0.0983694902365084	1.57546447598505e-08	9.61340828281923e-07	ENSMUSG00000026675
Sprr2i	232.426609350598	1.23287593225355	0.242431426991048	1.58131781153423e-08	9.61340828281923e-07	ENSMUSG00000042157
Ap2m1-ps	640.361774273321	-0.957771084540763	0.182049411735042	1.60038098393756e-08	9.69084453514757e-07	ENSMUSG00000081272
Mms22l	369.444923468005	-1.03788068763086	0.198472129247807	1.6420964926676e-08	9.90429853057782e-07	ENSMUSG00000045751
Atp6v1d	2086.7070542557	0.544723076556375	0.110938652272773	1.64860613624218e-08	9.90456706165892e-07	ENSMUSG00000021114
Bora	221.47030303626	-1.0918371898134	0.210293233470045	1.69770329554734e-08	1.01596931592911e-06	ENSMUSG00000022070
Pola1	578.023243849058	-0.954034433194918	0.181756566821317	1.70494893304429e-08	1.01633531728554e-06	ENSMUSG00000006678
C1qtnf12	1896.65128382407	-0.528367895246422	0.108417382823368	1.80414607682018e-08	1.07129914329012e-06	ENSMUSG00000023571
Shcbp1	425.224406008763	-1.08577498734705	0.209912162359432	1.90582021194797e-08	1.12730369293602e-06	ENSMUSG00000022322
Acot2	739.396530259987	0.853101870191226	0.163647545870505	1.95568749392752e-08	1.15235124642191e-06	ENSMUSG00000021226
Cldn3	209.078392244383	1.32592622332366	0.269256824138966	2.03055025864428e-08	1.19060660799117e-06	ENSMUSG00000070473
Jag2	2055.70755913666	-0.909707528954207	0.174419738174778	2.03615490400579e-08	1.19060660799117e-06	ENSMUSG00000002799
Egr1	360.464337632551	0.925176580632511	0.177515182808401	2.07620889869431e-08	1.20576366766785e-06	ENSMUSG00000038418
Susd6	3413.18249915364	0.429801486435651	0.0892106361166325	2.07781728632057e-08	1.20576366766785e-06	ENSMUSG00000021133
Dlgap5	532.705180049992	-0.949583012953392	0.182416989319809	2.12012947687136e-08	1.22449589345745e-06	ENSMUSG00000037544
Dusp18	170.589591023014	1.25299609269084	0.250525641112395	2.13407574120848e-08	1.22449589345745e-06	ENSMUSG00000047205
Snord23	246.178755170218	1.25040542609223	0.249840227133773	2.12923366652558e-08	1.22449589345745e-06	ENSMUSG00000080478
Haus8	408.993216942783	-0.894522408967359	0.172016834297725	2.18237264518987e-08	1.24753540762346e-06	ENSMUSG00000035439
Usp2	558.014199438711	0.812433174541495	0.157149226634857	2.20553927774539e-08	1.25609151431448e-06	ENSMUSG00000032010
Poc1a	346.733426752995	-0.909019126270761	0.175506016071186	2.43054899676013e-08	1.37911150482834e-06	ENSMUSG00000023345
Gm22748	3587.73466140223	1.38202977036258	0.287698251837712	2.49114811712516e-08	1.40828004259622e-06	ENSMUSG00000064427
Slc6a14	3290.2076414467	1.35324223500177	0.279648786299645	2.54687297583697e-08	1.43448874962582e-06	ENSMUSG00000031089
Iqgap3	508.537208722455	-1.07921420413729	0.210964526300691	2.56916768717128e-08	1.44174538342359e-06	ENSMUSG00000028068
Vangl1	2111.13626330155	-0.599337062016111	0.122770334483851	2.7488606230143e-08	1.53695418775836e-06	ENSMUSG00000027860
Serinc3	8964.82550802971	0.437191061686868	0.0919342050116732	2.79094038215384e-08	1.55480751471261e-06	ENSMUSG00000017707
Cers3	6642.41551189667	0.481387136736216	0.102059204216818	3.33241287234619e-08	1.84973062334578e-06	ENSMUSG00000030510
Adgra3	1016.85456820796	-0.592437072637509	0.122786191802539	3.45262200484918e-08	1.90953679112958e-06	ENSMUSG00000029090
Lig1	412.631531445753	-0.905704609078415	0.177482711775783	3.50937260355797e-08	1.93394202469454e-06	ENSMUSG00000056394
Tyms	624.146046845214	-0.7300206148042	0.146547802157874	3.92215473457104e-08	2.15367062844546e-06	ENSMUSG00000025747
Gm25492	283.932815717198	1.02784386223767	0.203446107365153	3.97910528899159e-08	2.17713903669111e-06	ENSMUSG00000088008
Atp6v1b2	8226.48247980772	0.445071242921261	0.0951911835151698	4.10465492931542e-08	2.23784033868727e-06	ENSMUSG00000006273
Slc48a1	2812.95076906834	0.663362627148625	0.136038364495681	4.37770069075698e-08	2.37525857592033e-06	ENSMUSG00000081534
Snord8	800.26343158009	1.00647328980174	0.199685789003276	4.38771655995727e-08	2.37525857592033e-06	ENSMUSG00000093044
Mien1	2154.72861546422	0.76480487459646	0.153384579820146	4.49222759664512e-08	2.42327206973955e-06	ENSMUSG00000002580
Igf2r	10666.9226244363	0.392023064178578	0.0831548541983416	4.52827645214684e-08	2.43414720164525e-06	ENSMUSG00000023830
Gm25128	607.873493200711	0.930326225824901	0.184887059515352	4.9238736181903e-08	2.63754349058305e-06	ENSMUSG00000065273
Insig1	9866.90733843052	0.642754126894274	0.133365269844827	4.99919317998978e-08	2.66855886820361e-06	ENSMUSG00000045294
Bzw2	4271.58061912374	-0.438291470899642	0.0945056208545503	5.04766368606555e-08	2.68507665522654e-06	ENSMUSG00000020547
Rbl1	794.510523528899	-0.616986554422557	0.129196082811308	5.17280661338419e-08	2.74212447463826e-06	ENSMUSG00000027641
Ikbke	1085.53872538879	0.633747177289904	0.132749898814016	5.83123426592391e-08	3.08050030875704e-06	ENSMUSG00000042349
Brip1	238.501521619795	-1.02054890233742	0.205314056483815	5.91989821056329e-08	3.11659245999415e-06	ENSMUSG00000034329
Nono	3052.6442856506	-0.468650779618036	0.102107050587682	6.18050141645508e-08	3.23676772720298e-06	ENSMUSG00000031311
Slc6a9	2106.43043514028	0.731254518390437	0.149699646154321	6.1904239169091e-08	3.23676772720298e-06	ENSMUSG00000028542
Sorl1	431.781708506021	0.816288987902262	0.165043116674384	6.4242439766941e-08	3.34759924227733e-06	ENSMUSG00000049313
Smc6	1305.81231213636	-0.688397741419646	0.143195717642606	7.0309258145975e-08	3.65131469422487e-06	ENSMUSG00000020608
Atp8b2	1597.52527552248	-0.566470405523211	0.122088017683772	7.07920934206215e-08	3.66396915947271e-06	ENSMUSG00000060671
Pold1	409.885576733575	-0.918461039735217	0.185827551985533	7.45103972658242e-08	3.84343193977248e-06	ENSMUSG00000038644
Jpt1	2947.2366012533	-0.430536511009739	0.0944195540633493	7.63689475243682e-08	3.90010211368819e-06	ENSMUSG00000020737
Sema3c	9917.35925913562	0.498964057493964	0.109488397468238	7.63727567954606e-08	3.90010211368819e-06	ENSMUSG00000028780
Tceal8	3121.56545638189	-0.593303787996364	0.127329938974511	7.63335523788134e-08	3.90010211368819e-06	ENSMUSG00000051579
G2e3	555.871194658895	-0.858053074294134	0.174249767039006	7.72611966449661e-08	3.93236389568399e-06	ENSMUSG00000035293
Itgb7	331.787684384303	1.07413132516024	0.220177495655149	7.93234036144013e-08	4.02395544163122e-06	ENSMUSG00000001281
Gpr137b	807.510557750519	0.624603974429404	0.133337779153596	8.33366108246002e-08	4.21358705555404e-06	ENSMUSG00000021306
Gm24920	100.831993109912	1.35471441760565	0.297471356621154	8.71822898316486e-08	4.37912354170773e-06	ENSMUSG00000064952
Lnpk	1107.79829378165	-0.540721508797751	0.118426343857666	8.7021952499749e-08	4.37912354170773e-06	ENSMUSG00000009207
Cip2a	385.292587592694	-1.01140150167111	0.206890838161976	8.76950556678975e-08	4.3904844863797e-06	ENSMUSG00000033031
Heatr5a	728.191569988564	-0.656155330398513	0.139190494646175	8.88470347812101e-08	4.43366961839785e-06	ENSMUSG00000035181
Pmf1	802.91904365812	-0.6464739763292	0.138111887435127	9.73874727540037e-08	4.84407819023161e-06	ENSMUSG00000028066
Fscn1	822.992609012347	-0.70275337674979	0.14860228303825	1.08652605973132e-07	5.38691884630544e-06	ENSMUSG00000029581
Zfand6	3090.60586709234	0.461748278541594	0.103717804863591	1.21064319306973e-07	5.98292055413815e-06	ENSMUSG00000030629
Cgnl1	241.809518522907	0.990280736675854	0.205324005809749	1.21569358665398e-07	5.98856133361383e-06	ENSMUSG00000032232
Atic	2210.15558006866	-0.524004205779515	0.117658515356405	1.3686335746398e-07	6.71798552517231e-06	ENSMUSG00000026192
CT010467.2	9278.37539260034	0.767322404465693	0.161800698944303	1.37253881813246e-07	6.71798552517231e-06	ENSMUSG00000118642
Vegfa	2460.56464685976	0.425730925400501	0.0958402853016255	1.38610188479994e-07	6.76276460991563e-06	ENSMUSG00000023951
H2aj	1360.63690347758	0.708368231750644	0.151495123850133	1.4181810356005e-07	6.89731221123798e-06	ENSMUSG00000060032
Fads2b	743.363488734001	0.616974071122607	0.135814919588957	1.5160885500194e-07	7.35015081844849e-06	ENSMUSG00000075217
Csf1r	294.189801055644	0.981516260676539	0.205892391394064	1.57112252365671e-07	7.59293282726206e-06	ENSMUSG00000024621
Trp53inp1	13175.8165008184	0.712965600725108	0.153159186374284	1.59046456493148e-07	7.66223809268876e-06	ENSMUSG00000028211
Pgd	10165.3002844859	0.580072851629879	0.129529349483829	1.62637287108255e-07	7.81066845924284e-06	ENSMUSG00000028961
Cenph	302.160385193743	-0.97325665041879	0.204504863471672	1.64211346947959e-07	7.86161823513352e-06	ENSMUSG00000045273
Muc15	673.650069446908	0.654982500704698	0.143201749051197	1.65935458166271e-07	7.91941189753046e-06	ENSMUSG00000050808
Cdca5	198.155533523547	-1.03837538925577	0.22000033875809	1.74790401663085e-07	8.31611476235549e-06	ENSMUSG00000024791
Fam8a1	1293.18926738773	0.551074114431642	0.124672336785313	1.81117116921514e-07	8.5904465363393e-06	ENSMUSG00000069237
Chek1	231.973474348972	-1.02436627582064	0.217298445661746	1.84510015963007e-07	8.72436248318912e-06	ENSMUSG00000032113
Cxcl5	274.628897923043	1.03270293819063	0.219969130375247	1.97016035888278e-07	9.28703283017974e-06	ENSMUSG00000029371
Cldn4	29639.1227862046	0.591659951168639	0.132994476587089	1.98871568554337e-07	9.34574365108111e-06	ENSMUSG00000047501
Rfc5	469.59732829999	-0.805504791694773	0.172119447866658	2.0353389463906e-07	9.53559408523059e-06	ENSMUSG00000029363
Egfr	4436.36742889181	-0.429906090017947	0.09874500631644	2.08068674816154e-07	9.71832956763254e-06	ENSMUSG00000020122
Grk6	1503.72966972429	-0.57459052353962	0.130104907539844	2.08827375106769e-07	9.72411971621794e-06	ENSMUSG00000074886
Pglyrp3	1671.36763925725	0.482348535032789	0.111231771312046	2.11478493239251e-07	9.81772883765248e-06	ENSMUSG00000042244
Fbxo5	174.509284812242	-1.15619186750348	0.252373685137216	2.1680376542149e-07	1.00043183321001e-05	ENSMUSG00000019773
Ngf	446.731594354327	-0.946848641433671	0.201468624876482	2.16331929930379e-07	1.00043183321001e-05	ENSMUSG00000027859
Prr9	2934.88166224291	1.46778866890934	0.356353958058657	2.18855843367111e-07	1.00686832443968e-05	ENSMUSG00000056270
Nampt	2191.74894020407	0.692190047847739	0.151921962948653	2.20333135653262e-07	1.0106298317988e-05	ENSMUSG00000020572
Crb3	1083.13449543636	0.542982172138176	0.124412960453487	2.24863725583716e-07	1.02527151069718e-05	ENSMUSG00000044279
Irf1	378.505191125561	0.84498050593746	0.180664475610411	2.24743475848136e-07	1.02527151069718e-05	ENSMUSG00000018899
Nrp2	2283.66498094106	0.640559858943128	0.143129498835036	2.35478936341695e-07	1.07048584710824e-05	ENSMUSG00000025969
Flna	35749.0051368543	-0.471524038296317	0.1093948518047	2.37141220336178e-07	1.07458780619122e-05	ENSMUSG00000031328
H2ac4	518.104563121006	-0.712023339632985	0.156095175758841	2.37784116383044e-07	1.07458780619122e-05	ENSMUSG00000061615
Vps37b	2538.6752340975	0.518383190035598	0.119823349089854	2.42094374124798e-07	1.09084876811527e-05	ENSMUSG00000066278
Plk4	329.526193123864	-0.937254619270774	0.200829608530199	2.49608733077653e-07	1.12140932280048e-05	ENSMUSG00000025758
Mad2l1	295.153398207865	-0.903597916970158	0.193655188065462	2.50348352954719e-07	1.12144349920067e-05	ENSMUSG00000029910
Prxl2a	677.850747239719	0.643785037475518	0.144251524715878	2.53309850964897e-07	1.13140143346421e-05	ENSMUSG00000021792
Mreg	1171.02930258763	0.495634112025359	0.115388988366384	2.61779696215978e-07	1.1658328331479e-05	ENSMUSG00000039395
Mboat1	560.647299693126	-0.813623466980757	0.176151090795201	2.69414683759515e-07	1.19569423115288e-05	ENSMUSG00000038732
Tes	2696.08366295714	-0.444132372937647	0.103556360209467	2.70045825051499e-07	1.19569423115288e-05	ENSMUSG00000029552
Vmp1	4802.46954407671	0.387332887003055	0.0888836430781279	2.71992740367465e-07	1.20084402951861e-05	ENSMUSG00000018171
Gm23136	389.616430532397	1.13967104760999	0.251277456555518	2.78593041611815e-07	1.2264498268658e-05	ENSMUSG00000095868
Osbpl9	4618.89163507851	0.475996679243941	0.111405195430078	2.83153099782509e-07	1.24295286208253e-05	ENSMUSG00000028559
Svil	1956.17763355505	-0.491773829168239	0.115019570695957	2.84676121826083e-07	1.24606805325017e-05	ENSMUSG00000024236
Wdr1	13506.7048081907	-0.362124742186286	0.0822442493019221	2.90881098633257e-07	1.26960069261011e-05	ENSMUSG00000005103
H2bc18	1727.46279988334	-0.595637521897669	0.136405463543549	2.9321469251393e-07	1.27615030946404e-05	ENSMUSG00000105827
Gm24407	514.913442258328	0.965544968660434	0.209003775829881	2.98862379772145e-07	1.29410578862646e-05	ENSMUSG00000094377
Tgm1	2277.90142417154	0.533312466586559	0.124246331865881	2.9902966656251e-07	1.29410578862646e-05	ENSMUSG00000022218
Stfa1	312.313846936015	0.920059055439215	0.199010955644274	3.00604486603085e-07	1.29469927010899e-05	ENSMUSG00000071562
Xdh	6420.14575074024	0.578591503340545	0.133325809702269	3.00857010547519e-07	1.29469927010899e-05	ENSMUSG00000024066
Snora43	1055.46366449788	0.745195288428968	0.164209150084688	3.03789253565892e-07	1.30365584443402e-05	ENSMUSG00000097052
Ppl	10245.5242800262	0.477164227921096	0.112145791344225	3.07725626753834e-07	1.31685938599685e-05	ENSMUSG00000039457
Ercc6l	327.866827172064	-0.923624115480599	0.200098408515931	3.0986035069571e-07	1.32230099516944e-05	ENSMUSG00000051220
Tpx2	965.981823619744	-0.794394422154231	0.173954854219107	3.18814165542581e-07	1.35673139336454e-05	ENSMUSG00000027469
Barx2	1604.96411421102	-0.504568272718979	0.118598283019296	3.22588686475043e-07	1.36899132321265e-05	ENSMUSG00000032033
Tuba1b	384.369902539734	-0.795943879981974	0.174478369893544	3.26720523986111e-07	1.38269569819537e-05	ENSMUSG00000023004
Nusap1	448.804049365025	-1.17914083429861	0.264894909075818	3.33011580721393e-07	1.40543730486274e-05	ENSMUSG00000027306
Ereg	948.240099209667	0.895184308838433	0.195678191408965	3.64670341930921e-07	1.53482132922574e-05	ENSMUSG00000029377
Lgals3	15444.8258328535	0.416329278198485	0.0980084674723977	3.6610889926157e-07	1.53665433881842e-05	ENSMUSG00000050335
Pdlim7	860.533622663119	-0.58242992010569	0.135838511061319	3.86185827411576e-07	1.61649368195228e-05	ENSMUSG00000021493
Gsap	158.758973019378	1.26531508528684	0.293954852265554	3.8768280792547e-07	1.61833804289324e-05	ENSMUSG00000039934
9530034E10Rik	224.043431911941	1.26003992850339	0.292542242853038	3.94437812861299e-07	1.64206176441171e-05	ENSMUSG00000086554
Acat1	860.520331662737	-0.610512430374631	0.141654566626023	4.07951153299414e-07	1.69371589933523e-05	ENSMUSG00000032047
Wdhd1	380.47666734874	-0.957711330822966	0.210763358360969	4.1036762097061e-07	1.69914377115398e-05	ENSMUSG00000037572
Spink5	19954.2181035925	0.638590717154009	0.147273932099896	4.25098942568694e-07	1.7553950943807e-05	ENSMUSG00000055561
Mcm2	1122.27162348618	-0.609722783763426	0.142462063846536	4.62115621687768e-07	1.90312132372489e-05	ENSMUSG00000002870
H1f3	1086.00246392166	-0.756448004160744	0.170366902547664	4.76162412576053e-07	1.95571264360995e-05	ENSMUSG00000052565
Tmem45a	3707.17835131823	-0.438860663722024	0.105335721372374	4.8408358886847e-07	1.98293063675534e-05	ENSMUSG00000022754
Snord34	1487.67413307004	0.828976331932223	0.184858558779724	4.85698210934622e-07	1.98423909107157e-05	ENSMUSG00000065878
